iter	Logloss
210	0.4119561053
211	0.411003734
212	0.4103394293
213	0.4098733765
214	0.4089327745
215	0.4081747429
216	0.4077775675
217	0.4070284026
218	0.4063805571
219	0.4058136289
220	0.4052544102
221	0.4046403049
222	0.4041865021
223	0.4035362584
224	0.4027021432
225	0.4026233582
226	0.4023535716
227	0.4018571604
228	0.4013964627
229	0.4008382493
230	0.400207919
231	0.3997339382
232	0.3994765942
233	0.399120853
234	0.3984637025
235	0.3981238876
236	0.3974085568
237	0.3969398698
238	0.3966939104
239	0.3962056654
240	0.3958055053
241	0.3951904879
242	0.3946464959
243	0.3945276997
244	0.3942666105
245	0.3937519234
246	0.3933775842
247	0.3930573646
248	0.3926281766
249	0.392246335
250	0.3919100986
251	0.391213097
252	0.3908283793
253	0.3904215028
254	0.3897251185
255	0.3893377035
256	0.3888630082
257	0.3882339287
258	0.387723745
259	0.387385111
260	0.3869988335
261	0.3866147291
262	0.3860730185
263	0.3857368402
264	0.3852796127
265	0.3847349726
266	0.3843654827
267	0.3839225884
268	0.3834885806
269	0.3830901934
270	0.3828262718
271	0.3825722509
272	0.3818825643
273	0.381595387
274	0.3811157073
275	0.3806722107
276	0.3800767959
277	0.3797002738
278	0.3793862129
279	0.3786309753
280	0.3781454629
281	0.3778097994
282	0.377697021
283	0.3773634074
284	0.3771227745
285	0.3767317129
286	0.3761350203
287	0.3757049358
288	0.3752960591
289	0.3749224637
290	0.3742934533
291	0.3739755986
292	0.3733717414
293	0.3731240089
294	0.3726342586
295	0.3723351414
296	0.3720950254
297	0.3718401967
298	0.3712012143
299	0.3704481318
300	0.3699399041
301	0.3695879975
302	0.3693119837
303	0.3688547313
304	0.368733868
305	0.3683070983
306	0.3678312592
307	0.3674721255
308	0.3668708754
309	0.3664234233
310	0.3661216289
311	0.3658230145
312	0.3650631015
313	0.3646882568
314	0.3643976595
315	0.3641968825
316	0.3639100437
317	0.363392639
318	0.3632255305
319	0.3630701322
320	0.3624751311
321	0.3621682603
322	0.361843523
323	0.3616565334
324	0.3614994453
325	0.3611891086
326	0.3606450545
327	0.3603250631
328	0.3597814217
329	0.3591646039
330	0.3587353274
331	0.358452973
332	0.3581775181
333	0.3578612896
334	0.3575830556
335	0.3572988562
336	0.3567312582
337	0.3565116103
338	0.3561300308
339	0.3558770233
340	0.3550086881
341	0.3546424903
342	0.3545378026
343	0.3543180964
344	0.3540600034
345	0.3537762629
346	0.3534844901
347	0.3532105983
348	0.3529665829
349	0.3525346002
350	0.3522902029
351	0.3519455815
352	0.3517955376
353	0.3514901651
354	0.3512340811
355	0.3509746301
356	0.3507612802
357	0.3506017432
358	0.350279285
359	0.3499347048
360	0.3494726549
361	0.3491435962
362	0.348861671
363	0.3486549582
364	0.3485466836
365	0.3482535898
366	0.3480792461
367	0.3478390068
368	0.3477304649
369	0.3472580704
370	0.3470433913
371	0.3468433717
372	0.346472932
373	0.3461893833
374	0.3458694237
375	0.3455533129
376	0.3451945089
377	0.3449167294
378	0.3444882447
379	0.3443092446
380	0.3440798032
381	0.3439118502
382	0.3436956047
383	0.3435709539
384	0.3431183434
385	0.3427822948
386	0.3425782142
387	0.3420070757
388	0.3416836823
389	0.3414774675
390	0.3410017772
391	0.3406473421
392	0.3401848716
393	0.3400636412
394	0.3397000768
395	0.339510558
396	0.3393216421
397	0.3390099537
398	0.3388566077
399	0.3385888642
400	0.3383615497
401	0.3379298846
402	0.3375448872
403	0.3374092576
404	0.3372616403
405	0.3370512757
406	0.3368141417
407	0.3365753292
408	0.336255941
409	0.3357013058
410	0.335621205
411	0.3351240015
412	0.3348724458
413	0.3347701399
414	0.3345459357
415	0.3343431394
416	0.3335578293
417	0.3333068309
418	0.3331752466
419	0.3328079029
420	0.3325445381
421	0.332227393
422	0.3320556604
423	0.331927766
424	0.3316743633
425	0.3313951768
426	0.3312453436
427	0.3309324356
428	0.330708673
429	0.3306382567
430	0.3302920561
431	0.3300427931
432	0.3297934008
433	0.3295283328
434	0.3291864331
435	0.3289216521
436	0.3288941401
437	0.3287773143
438	0.3283416307
439	0.3281587642
440	0.3279097309
441	0.3275718954
442	0.3272314895
443	0.32697635
444	0.3268432956
445	0.3266021322
446	0.3264926928
447	0.3261429462
448	0.3257259015
449	0.3254625094
450	0.3251413848
451	0.3250334693
452	0.3248658383
453	0.3246596326
454	0.3245265585
455	0.3243204234
456	0.3241138172
457	0.3239471443
458	0.3237043992
459	0.32347963
460	0.3232924833
461	0.3230976891
462	0.3229613183
463	0.3227129888
464	0.3225925615
465	0.3225529561
466	0.3224320889
467	0.3223101736
468	0.3221289757
469	0.3219437927
470	0.3216266137
471	0.3215990357
472	0.3213001101
473	0.3211428218
474	0.320743182
475	0.3205575023
476	0.3202719488
477	0.3200529192
478	0.3199745151
479	0.319850985
480	0.3196540364
481	0.3194881375
482	0.3194163036
483	0.3194017299
484	0.3191389102
485	0.3189629705
486	0.3184927063
487	0.3183862637
488	0.3182390178
489	0.3180459699
490	0.3179354572
491	0.3176657639
492	0.3174669812
493	0.3171933124
494	0.3170294985
495	0.3167276911
496	0.3164780782
497	0.316210715
498	0.3160614811
499	0.3159209116
500	0.3156938302
501	0.3154897879
502	0.3150604956
503	0.3149264368
504	0.3147750854
505	0.3146766794
506	0.3145200481
507	0.3143260848
508	0.3141053371
509	0.313987798
510	0.3138122076
511	0.3136166172
512	0.3133216717
513	0.313136663
514	0.3128856797
515	0.3127172564
516	0.3124858815
517	0.3122923232
518	0.3122143671
519	0.3121061033
520	0.3118307209
521	0.311642316
522	0.311366483
523	0.3112543227
524	0.3111712916
525	0.3109337876
526	0.3108083069
527	0.3107946302
528	0.3106664005
529	0.3105221908
530	0.3104171363
531	0.3102582974
532	0.3100451201
533	0.309786233
534	0.3095147404
535	0.3093917863
536	0.3093831651
537	0.3092548678
538	0.3091462319
539	0.3090030258
540	0.3088995773
541	0.3086489109
542	0.3084596241
543	0.3083151459
544	0.3080155099
545	0.3077799951
546	0.3075651313
547	0.307302812
548	0.3071880141
549	0.3068291559
550	0.3068012684
551	0.3066138017
552	0.3064677247
553	0.306364184
554	0.3062039802
555	0.305867487
556	0.3055783525
557	0.3054125964
558	0.3049693407
559	0.304819362
560	0.3046525198
561	0.3045780718
562	0.3044155081
563	0.3042130083
564	0.3040691677
565	0.3039730408
566	0.3036231091
567	0.3033890719
568	0.3032466694
569	0.3031604263
570	0.3030877813
571	0.3029325548
572	0.302793919
573	0.3026890814
574	0.3024616028
575	0.3023527926
576	0.3022429348
577	0.3022325325
578	0.3020542429
579	0.3016139721
580	0.3012391035
581	0.3008270707
582	0.3005591174
583	0.3004988057
584	0.300467297
585	0.3002675067
586	0.3001855759
587	0.3001048364
588	0.2999856366
589	0.2998456321
590	0.2997282061
591	0.2996102103
592	0.2993804857
593	0.2993302866
594	0.2991569736
595	0.2988162772
596	0.2985902257
597	0.2985129291
598	0.2984096914
599	0.2983449746
600	0.2982445395
601	0.2980636518
602	0.29799619
603	0.2977788634
604	0.2974426249
605	0.2973017375
606	0.2972212536
607	0.2971751086
608	0.2969141143
609	0.2967562681
610	0.2964573649
611	0.2964161239
612	0.2962150061
613	0.2961309539
614	0.295959071
615	0.2957721757
616	0.2957131883
617	0.2956472294
618	0.2954266051
619	0.2952886971
620	0.2952204834
621	0.2951229631
622	0.2950058491
623	0.2948365599
624	0.294820539
625	0.2945826464
626	0.294502933
627	0.2944123189
628	0.2943149386
629	0.2941488209
630	0.2940535892
631	0.2939134169
632	0.2938153674
633	0.2936528741
634	0.2934185264
635	0.2934132156
636	0.2931039151
637	0.2930174043
638	0.292778148
639	0.2926725974
640	0.2925470578
641	0.2923872618
642	0.2922609249
643	0.2922456798
644	0.2921964226
645	0.2920238178
646	0.2919345415
647	0.2917841872
648	0.2916878018
649	0.2916426093
650	0.2915289777
651	0.2913479196
652	0.2911187067
653	0.2908452188
654	0.2907660483
655	0.290582907
656	0.2904136987
657	0.2903559437
658	0.2901998065
659	0.2900627686
660	0.2899045941
661	0.2897804781
662	0.2896352442
663	0.2892581734
664	0.2892470386
665	0.2891432722
666	0.2889955985
667	0.2887357997
668	0.2886865185
669	0.2885534162
670	0.2883291702
671	0.2882493522
672	0.2881472558
673	0.2880628255
674	0.2879086738
675	0.287736054
676	0.2876441085
677	0.2875626429
678	0.2873785659
679	0.2872014212
680	0.2871312928
681	0.286866899
682	0.2867687043
683	0.2866357406
684	0.2865064377
685	0.286438483
686	0.2863095043
687	0.2862239707
688	0.2861946923
689	0.2860958636
690	0.2859189357
691	0.2857762352
692	0.2856808439
693	0.2854551049
694	0.2853544114
695	0.285087763
696	0.2849691547
697	0.2849065941
698	0.2848868014
699	0.2848065423
700	0.2846632205
701	0.2845855352
702	0.2843910811
703	0.284223356
704	0.2840184245
705	0.2838240328
706	0.2836674225
707	0.283536687
708	0.2832937921
709	0.2830852152
710	0.2828565233
711	0.2826610552
712	0.2825344632
713	0.2824149936
714	0.2823072076
715	0.2821368515
716	0.2820183557
717	0.2818306283
718	0.2818025767
719	0.2817448767
720	0.2816083729
721	0.2815534586
722	0.2814584917
723	0.2812950287
724	0.2811838391
725	0.2811410928
726	0.2810528023
727	0.2808613192
728	0.2807474248
729	0.2805817132
730	0.2804883145
731	0.2801725768
732	0.2799192618
733	0.2797367782
734	0.2796203383
735	0.2794884109
736	0.2794426382
737	0.2793519986
738	0.2791137842
739	0.2790050353
740	0.2789521166
741	0.2788847911
742	0.2787706342
743	0.2787261237
744	0.2785136171
745	0.2783881646
746	0.2782924271
747	0.2781363337
748	0.2778087352
749	0.2776784316
750	0.2774908326
751	0.2772015559
752	0.2771784141
753	0.2770524717
754	0.2769729069
755	0.2769154767
756	0.2767852913
757	0.2767132608
758	0.2763754634
759	0.276241878
760	0.2759282818
761	0.275825506
762	0.2757226675
763	0.2754370899
764	0.2753377893
765	0.2751954294
766	0.275166032
767	0.2751392314
768	0.275014808
769	0.2748545149
770	0.2747011107
771	0.274300113
772	0.2740942783
773	0.2740500441
774	0.2738673353
775	0.2737970205
776	0.2736387138
777	0.273508846
778	0.2734009339
779	0.2733113419
780	0.2731173183
781	0.2729309769
782	0.2726868124
783	0.2724890883
784	0.2724341142
785	0.2723959528
786	0.2722660193
787	0.2721730238
788	0.2718639127
789	0.2716282709
790	0.2715986198
791	0.271547884
792	0.2713365177
793	0.2712283201
794	0.2711936946
795	0.2710793037
796	0.2708861958
797	0.2707523713
798	0.2706618345
799	0.2705867863
800	0.2704734046
801	0.2704098231
802	0.2701582081
803	0.2700231179
804	0.2699178997
805	0.2698661534
806	0.2697715483
807	0.2696890162
808	0.2696324765
809	0.2694173844
810	0.2693572774
811	0.2692757301
812	0.2690748716
813	0.2689789178
814	0.2688532538
815	0.2686878649
816	0.2686120657
817	0.2683415225
818	0.2682431512
819	0.2680815475
820	0.2679933103
821	0.2677452123
822	0.2675723276
823	0.2674972786
824	0.2672992487
825	0.2672223467
826	0.2671296123
827	0.2670579117
828	0.2669351622
829	0.2666567196
830	0.2664525909
831	0.266301557
832	0.2662174728
833	0.2660510918
834	0.2659168994
835	0.2658126383
836	0.2657668644
837	0.2656445551
838	0.2654557749
839	0.2652835445
840	0.265273112
841	0.2651861132
842	0.2650842101
843	0.264998947
844	0.2648699097
845	0.2645187189
846	0.2643532363
847	0.2642457043
848	0.2641914795
849	0.2639697339
850	0.2637303339
851	0.2634694248
852	0.2631883354
853	0.2631207619
854	0.2630601958
855	0.2629753815
856	0.2628769294
857	0.2626974586
858	0.2626722502
859	0.262647458
860	0.2624027292
861	0.2623797744
862	0.2622339543
863	0.2621368076
864	0.2621307279
865	0.2620942081
866	0.2620660593
867	0.2619615216
868	0.2616810982
869	0.2615717837
870	0.2614653339
871	0.2613140132
872	0.2610213655
873	0.2609599585
874	0.2606438095
875	0.2604641768
876	0.260425065
877	0.2602047929
878	0.2601313827
879	0.2600494385
880	0.2599101888
881	0.2598506361
882	0.2596328
883	0.2594796565
884	0.2594742477
885	0.2593383134
886	0.2592432189
887	0.2592185106
888	0.2588294905
889	0.2586868197
890	0.2585775371
891	0.2584286693
892	0.2582628709
893	0.2581994319
894	0.2581059645
895	0.2580901007
896	0.2579583989
897	0.2579223304
898	0.2578292462
899	0.2577556248
900	0.2577200522
901	0.2576711113
902	0.2575573898
903	0.2575360594
904	0.2574814608
905	0.2573751398
906	0.257296881
907	0.2571033403
908	0.2569912277
909	0.2568510705
910	0.2568118355
911	0.2566860387
912	0.2566558786
913	0.2565456557
914	0.2565082919
915	0.2563419858
916	0.2562432839
917	0.2562157275
918	0.2560634403
919	0.2560367686
920	0.2558302594
921	0.255743217
922	0.2555408044
923	0.2554429881
924	0.255429816
925	0.2552400902
926	0.2551235533
927	0.2550957636
928	0.2546937555
929	0.2545912524
930	0.254503649
931	0.2543301782
932	0.2540608765
933	0.2540235261
934	0.2539280652
935	0.2538742934
936	0.2537654493
937	0.2536557723
938	0.2535331346
939	0.2533451671
940	0.2533190003
941	0.25319642
942	0.2531229981
943	0.2530726709
944	0.2529172037
945	0.252887734
946	0.2528275185
947	0.2526198414
948	0.2525563482
949	0.2524115939
950	0.2523505385
951	0.2523158247
952	0.2522800214
953	0.2522349931
954	0.2521441089
955	0.2520522247
956	0.2519807663
957	0.2518700598
958	0.2515048801
959	0.2513634132
960	0.2511809752
961	0.2509604106
962	0.2509209977
963	0.2509104237
964	0.2507300703
965	0.2505395604
966	0.2501836254
967	0.2500576476
968	0.2499687335
969	0.2498462839
970	0.2498304913
971	0.2495537486
972	0.2494876454
973	0.2494141107
974	0.2493259962
975	0.249226149
976	0.249108523
977	0.2490104765
978	0.248932931
979	0.2488215766
980	0.2488060505
981	0.248759014
982	0.2486752567
983	0.2485949345
984	0.2485505432
985	0.2485384795
986	0.2484572645
987	0.2483165828
988	0.248101952
989	0.2479454019
990	0.2478855137
991	0.2478341089
992	0.2477490168
993	0.2476666466
994	0.2476467537
995	0.2475529017
996	0.2473002436
997	0.247177602
998	0.2469400989
999	0.2467415227
